text,label
hi this is mandy sullivan calling from hotmix fmyou are chosen to receive in our easter prize drawplease telephone to claim before or your prize will be transferred to someone else,spam
i think were going to finn now come,ham
why tired what special there you had,ham
i will come tomorrow di,ham
k go and sleep well take rest,ham
u guy never invite me anywhere,ham
ur going bahamas callfreefone and speak to a live operator to claim either bahamas cruise of cash only to opt out txt x to,spam
i can do that i want to please you both inside and outside the bedroom,ham
ey calm downon theacusations itxt u co iwana know wotu r doin at thewend haventcn u in agesring me if ur up nething satlove j xxx,ham
i love to wine and dine my lady,ham
someone ha conacted our dating service and entered your phone because they fancy youto find out who it is call from landline poboxntf,spam
im cool ta luv but vtired cause i have been doin load of planning all wk we have got our social service inspection at the nursery take care spk sn x,ham
i don know account detailsi will ask my mom and send youmy mom is out of reach now,ham
i think u have the wrong number,ham
feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,ham
do not b late love mum,ham
got itmail panren paru,ham
wa thinking about chuckin ur red green n black trainners save carryin them bac on train,ham
give one miss from that number please,ham
jus came back fr lunch wif my si only u leh,ham
how is your schedule next week i am out of town this weekend,ham
really gooddhanush rock once again,ham
lmao ok i wont be needing u to do my hair anymore,ham
miss ya need ya want ya love ya,ham
sorry im not free,ham
do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like time,ham
nt yet chikkusimple habbahw abt u,ham
got ur mail dileepthank you so muchand look forward to lot of supportvery less contact hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear,ham
sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked one will be remembered everytime bslvyl,ham
joy father is john then john is the name of joy father mandan,ham
hi ibh customer loyalty offer the new nokia mobile from only at txtauctiontxt wordstart to no get yours nowt,spam
hi this is yijue it regarding the textbook it intro to algorithm second edition im selling it for,ham
sm auction you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,spam
k want u to come by now,ham
how it a little difficult but it a simple way to enter this place,ham
ha both of u doing e same thing but i got tv watch u can thk of where go tonight or u already haf smth in mind,ham
dont show yourself how far put new picture up on facebook,ham
watching tv now i got new job,ham
good afternoon sexy bun how go the job search i wake and you are my first thought a always my love i wish your fine and happy and know i adore you,ham
im not coming over do whatever you want,ham
it ok chikku and it my of favourite song,ham
did u see what i posted on your facebook,ham
call freephone now,spam
buy space invader a chance win orig arcade game console press for game arcade std wap charge see ocoukgames term setting no purchase,spam
big brother alert the computer ha selected u for k cash or voucher call ntt po box cro bt landline cost ppm mobile vary,spam
oh well c u later,ham
my uncle in atlanta wish you guy a great semester,ham
no dear i do have free message without any recharge hi hi hi,ham
i dun believe u i thk u told him,ham
do you know why god created gap between your finger so that one who is made for you come amp fill those gap by holding your hand with love,ham
yessura in sun tvlol,ham
arun can u transfr me d amt,ham
takin a shower now but yeah ill leave when im done,ham
am not working but am up to eye in philosophy so will text u later when a bit more free for chat,ham
u havent lost me ill always b here ui didnt intend hurt u but i never knew how u felt about me when iwasmarinethats what itriedtell urmomi careabout u,ham
win we have a winner mr t foley won an ipod more exciting prize soon so keep an eye on ur mobile or visit wwwwincouk,spam
you bad girl i can still remember them,ham
how much i gave to you morning,ham
i hope your alright babe i worry that you might have felt a bit desparate when you learned the job wa a fake i am here waiting when you come back my love,ham
hey can you tell me blake address carlos wanted me to meet him there but i got lost and he not answering his phone,ham
can i get your opinion on something first,ham
that one week leave i put know that time why,ham
if we hit it off you can move in with me,ham
excellent i spent ltgt year in the air force iraq and afghanistan i am stable and honest do you like traveling,ham
i wanna watch that movie,ham
ok lor thanx in school,ham
im in class did you get my text,ham
the bus leaf at ltgt,ham
god blessget good sleep my deari will pray,ham
today voda number ending are selected to receive a award if you have a match please call quoting claim code standard rate app,spam
do have a nice day today i love you so dearly,ham
aiyo a bit pai seh noe scared he dun rem who i am then die hee but he become better lookin oredi leh,ham
aight ill ask a few of my roommate,ham
now whats your house again and do you have any beer there,ham
do all wan meet up n combine all the part hows da rest of da project going,ham
getting ticket walsall tue th march my mate is getting me them on sat ill pay my treat want go txt bak terry,ham
yes we are chatting too,ham
hi it jess i dont know if you are at work but call me when u can im at home all eve xxx,ham
sian aft meeting supervisor got work do liao u working now,ham
are you going to write ccna exam this week,ham
well i will watch shrek in db,ham
am i that much dirty fellow,ham
dunno dat wat he told me ok lor,ham
ill probably be by tomorrow or even later tonight if somethings going on,ham
i couldnt say no a he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,ham
if youre thinking of lifting me one then no,ham
same a u dun wan y u dun like me already ah wat u doing now still eating,ham
sent me ur email id soon,ham
dude whats up how teresa hope you have been okay when i didnt hear from these people i called them and they had received the package since dec ltgt just thot yould like to know do have a fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done,ham
hey gorgeous man my work mobile number is have a good one babe squishy mwahs,ham
